ais,municipio,arma_utilizada,natureza_fato,data,sexo_vitima,idade_vitima,id_base,dummy_contagem
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,16,2,1
AIS 11,Caucaia,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 17,Trairi,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 17,Cruz,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,33,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,30,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 18,Jaguaruana,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 14,Sobral,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,17,2,1
AIS 18,Jaguaruana,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,52,2,1
AIS 14,Santana do Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,40,2,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,46,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 19,Brejo Santo,Arma branca,FEMINICÍDIO,2018-08-01,FEMININO,42,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,32,2,1
AIS 12,Pacatuba,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,0,2,1
AIS 19,Juazeiro do Norte,Meio não informado,HOMICIDIO DOLOSO,2018-08-01,FEMININO,0,2,1
AIS 2,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,0,2,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,0,2,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,0,2,1
AIS 13,Pacajus,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,0,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,0,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 17,Pentecoste,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,40,2,1
AIS 18,Palhano,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,66,2,1
AIS 9,Fortaleza,Arma branca,FEMINICÍDIO,2018-08-01,FEMININO,45,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,27,2,1
AIS 18,Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,16,2,1
AIS 17,Jijoca de Jericoacoara,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,43,2,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 5,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,53,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,34,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,14,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 13,Cascavel,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,30,2,1
AIS 17,Itapajé,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,32,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 15,Caridade,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,26,2,1
AIS 10,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 22,Quiterianópolis,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,79,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,44,2,1
AIS 19,Mauriti,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,44,2,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 17,Itarema,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 13,Cascavel,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 17,Itapipoca,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 20,Senador Pompeu,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,56,2,1
AIS 15,Barreira,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,52,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,51,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 14,São Benedito,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,76,2,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,33,2,1
AIS 20,Senador Pompeu,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,39,2,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 6,Fortaleza,Outros meios,LESAO CORPORAL SEGUIDA DE MORTE,2018-08-01,MASCULINO,39,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,39,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,39,2,1
AIS 16,Santa Quitéria,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,40,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 21,Acopiara,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 18,Jaguaruana,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 14,Forquilha,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,16,2,1
AIS 15,Paramoti,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 18,Limoeiro do Norte,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,55,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,32,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,46,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,23,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 20,Senador Pompeu,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,48,2,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 16,Santa Quitéria,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,56,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,17,2,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,25,2,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,34,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,33,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 14,Guaraciaba do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,32,2,1
AIS 18,Jaguaruana,Arma de fogo,LESAO CORPORAL SEGUIDA DE MORTE,2018-08-01,MASCULINO,34,2,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 10,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 21,Jucás,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,48,2,1
AIS 15,Guaramiranga,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,19,2,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICÍDIO DECORRENTE DE OPOSIÇÃO À INTERVENÇÃO POLICIAL,2018-08-01,MASCULINO,28,2,1
AIS 21,Acopiara,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,16,2,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,24,2,1
AIS 14,Viçosa do Ceará,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,45,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,27,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 18,Alto Santo,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,30,2,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,64,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,24,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,4,2,1
AIS 14,Tianguá,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 13,Horizonte,Meio não informado,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 13,Chorozinho,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 17,Itapipoca,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 15,Madalena,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 4,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,59,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 4,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 16,Santa Quitéria,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 17,Umirim,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 14,São Benedito,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,23,2,1
AIS 14,Viçosa do Ceará,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,58,2,1
AIS 17,Uruburetama,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,30,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,49,2,1
AIS 14,São Benedito,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,15,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 6,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 20,Solonópole,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 19,Mauriti,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,52,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,27,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,24,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,42,2,1
AIS 11,Caucaia,Meio não informado,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,36,2,1
AIS 14,Camocim,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 9,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 15,Mulungu,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,69,2,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,58,2,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,62,2,1
AIS 18,Palhano,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,54,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,31,2,1
AIS 5,Fortaleza,Arma de fogo,ROUBO SEGUIDO DE MORTE (LATROCINIO),2018-08-01,MASCULINO,54,2,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 12,Pacatuba,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,47,2,1
AIS 15,Pacoti,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,80,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,48,2,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 19,Campos Sales,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 15,Guaramiranga,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 5,Fortaleza,Arma de fogo,LESAO CORPORAL SEGUIDA DE MORTE,2018-08-01,MASCULINO,36,2,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,38,2,1
AIS 19,Aurora,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,27,2,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 17,São Luís do Curu,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,60,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,33,2,1
AIS 7,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 17,Itarema,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,26,2,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,30,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,19,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,24,2,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,17,2,1
AIS 17,Trairi,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,41,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,28,2,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 19,Aurora,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,15,2,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,15,2,1
AIS 9,Fortaleza,Outros meios,LESAO CORPORAL SEGUIDA DE MORTE,2018-08-01,MASCULINO,38,2,1
AIS 19,Caririaçu,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,67,2,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,22,2,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,27,2,1
AIS 22,Catarina,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,37,2,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,27,2,1
AIS 14,Frecheirinha,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,29,2,1
AIS 17,Pentecoste,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,21,2,1
AIS 17,Pentecoste,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,35,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,18,2,1
AIS 16,Ipueiras,Arma branca,HOMICIDIO DOLOSO,2018-08-01,FEMININO,33,2,1
AIS 16,Reriutaba,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,0,2,1
AIS 21,Cedro,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,47,2,1
AIS 17,Acaraú,Arma branca,FEMINICÍDIO,2018-08-01,FEMININO,41,2,1
AIS 16,Crateús,Arma branca,FEMINICÍDIO,2018-08-01,FEMININO,17,2,1
AIS 21,Acopiara,Outros meios,HOMICIDIO DOLOSO,2018-08-01,FEMININO,21,2,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,0,2,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,53,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,FEMININO,42,2,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,17,2,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2018-08-01,MASCULINO,20,2,1
