ais,municipio,arma_utilizada,natureza_fato,data,sexo_vitima,idade_vitima,id_base,dummy_contagem
AIS 19,Juazeiro do Norte,Arma branca,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,44,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,16,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,48,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,36,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-21,MASCULINO,28,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,26,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,21,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,56,1,1
AIS 7,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,45,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,33,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,16,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,34,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,FEMININO,33,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-22,MASCULINO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,33,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,18,1,1
AIS 13,Aquiraz,Outros meios,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,19,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,29,1,1
AIS 5,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,24,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,22,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,47,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-23,MASCULINO,26,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-24,MASCULINO,24,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2014-04-24,MASCULINO,65,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-24,MASCULINO,40,1,1
AIS 16,Santa Quitéria,Arma branca,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,25,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,26,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,23,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,24,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,33,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,18,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,24,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,22,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,31,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-25,MASCULINO,24,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,56,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,27,1,1
AIS 18,Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,41,1,1
AIS 19,Araripe,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,17,1,1
AIS 17,Trairi,Arma branca,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,15,1,1
AIS 16,Nova Russas,Arma branca,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,32,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,30,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,42,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,22,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-26,MASCULINO,22,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,41,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,50,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,25,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,22,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,21,1,1
AIS 9,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-04-27,MASCULINO,54,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,25,1,1
AIS 14,Guaraciaba do Norte,Outros meios,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,55,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,FEMININO,22,1,1
AIS 7,Fortaleza,Meio não informado,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,28,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,17,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,30,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,27,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,78,1,1
AIS 15,Itapiúna,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,28,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,31,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-28,MASCULINO,21,1,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,16,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,15,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,21,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,FEMININO,20,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,25,1,1
AIS 20,Banabuiú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,54,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,39,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,FEMININO,19,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,14,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,18,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,48,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-04-29,MASCULINO,23,1,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2014-04-30,MASCULINO,23,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-04-30,MASCULINO,18,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-04-30,MASCULINO,20,1,1
AIS 13,Chorozinho,Arma de fogo,HOMICIDIO DOLOSO,2014-04-30,MASCULINO,47,1,1
AIS 22,Mombaça,Arma branca,HOMICIDIO DOLOSO,2014-04-30,MASCULINO,70,1,1
AIS 21,Iguatu,Arma branca,HOMICIDIO DOLOSO,2014-05-01,MASCULINO,29,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-01,MASCULINO,17,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-01,MASCULINO,28,1,1
AIS 17,Morrinhos,Arma de fogo,HOMICIDIO DOLOSO,2014-05-01,MASCULINO,16,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2014-05-01,MASCULINO,24,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,16,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,41,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,25,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,18,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,17,1,1
AIS 18,Nova Jaguaribara,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,32,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-02,MASCULINO,16,1,1
AIS 19,Assaré,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,17,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,40,1,1
AIS 17,Itapipoca,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,24,1,1
AIS 2,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,19,1,1
AIS 17,Itapipoca,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,39,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,FEMININO,35,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,21,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,18,1,1
AIS 19,Crato,Arma branca,HOMICIDIO DOLOSO,2014-05-03,MASCULINO,29,1,1
AIS 14,Tianguá,Arma branca,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,63,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,20,1,1
AIS 14,Tianguá,Outros meios,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,37,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,16,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,22,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,42,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,15,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,42,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,25,1,1
AIS 20,Choró,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,34,1,1
AIS 11,Caucaia,Outros meios,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,25,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,43,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,21,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-04,MASCULINO,24,1,1
AIS 17,Paracuru,Outros meios,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,19,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,32,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,FEMININO,34,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,26,1,1
AIS 17,Bela Cruz,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,FEMININO,22,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,18,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,18,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,21,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-05,MASCULINO,18,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,24,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,21,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,38,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,18,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,17,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,23,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-06,MASCULINO,17,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,17,1,1
AIS 2,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,36,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,25,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,18,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,31,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2014-05-07,MASCULINO,67,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,38,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,34,1,1
AIS 12,Maracanaú,Outros meios,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,37,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,53,1,1
AIS 15,Baturité,Meio não informado,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,32,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,28,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,FEMININO,15,1,1
AIS 15,Canindé,Arma branca,HOMICIDIO DOLOSO,2014-05-08,FEMININO,28,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,20,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,FEMININO,24,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,18,1,1
AIS 11,São Gonçalo do Amarante,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,35,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,53,1,1
AIS 21,Iguatu,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,34,1,1
AIS 18,Aracati,Arma branca,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,41,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,52,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,38,1,1
AIS 15,Mulungu,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,28,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,25,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-08,MASCULINO,16,1,1
AIS 11,Caucaia,Arma branca,HOMICIDIO DOLOSO,2014-05-09,FEMININO,24,1,1
AIS 19,Aurora,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,65,1,1
AIS 6,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,42,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,62,1,1
AIS 13,Chorozinho,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,50,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,31,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,19,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,40,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-09,MASCULINO,21,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,26,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,34,1,1
AIS 14,Uruoca,Arma branca,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,31,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,26,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,24,1,1
AIS 15,Caridade,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,FEMININO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,34,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,51,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,28,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,27,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,27,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,22,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,16,1,1
AIS 18,Jaguaruana,Arma de fogo,HOMICIDIO DOLOSO,2014-05-10,MASCULINO,35,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,39,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,20,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,21,1,1
AIS 14,Massapê,Arma branca,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,15,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,31,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,19,1,1
AIS 13,Pacajus,Arma branca,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,37,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,29,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,20,1,1
AIS 13,Pindoretama,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,36,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,14,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,18,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,FEMININO,17,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-11,MASCULINO,24,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,FEMININO,13,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,41,1,1
AIS 11,Caucaia,Outros meios,HOMICIDIO DOLOSO,2014-05-12,FEMININO,42,1,1
AIS 1,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-05-12,FEMININO,53,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,22,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,17,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,22,1,1
AIS 11,São Gonçalo do Amarante,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,30,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,24,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-12,MASCULINO,28,1,1
AIS 15,Boa Viagem,Arma branca,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,63,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,30,1,1
AIS 20,Quixeramobim,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,46,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,30,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,18,1,1
AIS 19,Nova Olinda,Arma branca,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,50,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,31,1,1
AIS 18,Limoeiro do Norte,Arma branca,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,21,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,53,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,19,1,1
AIS 15,Redenção,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,30,1,1
AIS 15,Redenção,Arma de fogo,HOMICIDIO DOLOSO,2014-05-13,MASCULINO,31,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,27,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,18,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,17,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,FEMININO,33,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,29,1,1
AIS 18,Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,38,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,42,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-14,MASCULINO,31,1,1
AIS 4,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,32,1,1
AIS 8,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,37,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,15,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,21,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,16,1,1
AIS 17,Paraipaba,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,18,1,1
AIS 11,São Gonçalo do Amarante,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,19,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,19,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,32,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2014-05-15,MASCULINO,21,1,1
AIS 17,Itapipoca,Arma de fogo,HOMICIDIO DOLOSO,2014-05-16,FEMININO,51,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-16,MASCULINO,19,1,1
AIS 16,Ipaporanga,Arma de fogo,HOMICIDIO DOLOSO,2014-05-16,MASCULINO,25,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2014-05-16,MASCULINO,21,1,1
AIS 9,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2014-05-16,MASCULINO,20,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-16,MASCULINO,29,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,32,1,1
AIS 14,Uruoca,Arma branca,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,48,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,38,1,1
AIS 13,Cascavel,Arma branca,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,45,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,24,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,45,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,21,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2014-05-17,MASCULINO,23,1,1
